expression,expression_count
you good good,2
good good listen,2
good listen um,2
listen um heh,2
um heh i,2
heh i don't,2
know what shelly,2
what shelly told,2
shelly told you,2
told you about,6
you about me,2
about me but,2
me but uh,2
but uh i'm,2
uh i'm not,4
i'm not i,8
not i know,2
i know that's,5
know that's what,4
that's what i,9
what i told,2
told her really,2
her really yeah,2
really yeah so,2
yeah so you,2
so you can,6
you can tell,4
can tell pretty,2
tell pretty much,2
pretty much most,2
much most of,2
most of the,2
of the time,2
the time we,6
time we have,4
we have a,12
have a kind,2
a kind of,4
kind of radar,2
of radar so,2
radar so you,2
so you don't,4
think i have,2
i have a,39
a quality speaking,2
quality speaking for,2
speaking for my,2
for my people,2
my people i'd,2
people i'd have,2
i'd have to,2
have to say,4
to say no,4
say no by,2
no by the,2
by the way,14
the way your,2
way your friend,2
your friend brian,2
friend brian from,2
brian from payroll,2
from payroll he,2
payroll he is,2
he is he,4
is he is,2
he is yep,2
is yep and,2
yep and way,2
and way out,2
way out of,2
your league out,2
league out of,2
out of my,19
of my league,4
my league i,2
league i could,2
a brian if,2
brian if i,2
if i wanted,2
wanted to get,2
to get a,4
a brian i,4
brian i could,2
a brian hey,2
brian hey brian,2
hey brian ,2
brian  15432,2
 15432 ,2
15432  17434,2
 17434 rach,2
17434 rach we're,2
rach we're running,2
we're running low,2
running low on,2
low on resumes,2
on resumes over,2
resumes over here,2
over here do,2
here do you,6
do you really,2
you really want,2
really want a,2
want a job,2
a job with,2
job with popular,2
with popular mechanics,2
popular mechanics well,2
mechanics well if,2
well if you're,2
if you're gonna,8
you're gonna work,4
gonna work for,2
work for mechanics,2
for mechanics those,2
mechanics those are,2
those are the,2
are the ones,2
the ones to,2
ones to work,2
to work for,4
work for hey,2
for hey look,2
hey look you,2
look you guys,2
you guys i'm,4
guys i'm going,2
i'm going for,4
going for anything,2
for anything here,2
anything here okay,2
here okay i,4
okay i can't,2
i can't be,75
can't be a,2
be a waitress,2
a waitress anymore,2
waitress anymore i,2
anymore i mean,2
i mean it,26
mean it i'm,2
it i'm sick,2
i'm sick of,6
sick of the,2
of the lousy,2
the lousy tips,2
lousy tips i'm,2
tips i'm sick,2
sick of being,4
of being called,2
being called excuse,2
called excuse me,2
excuse me rach,2
me rach did,2
rach did you,4
did you proofread,2
you proofread these,2
proofread these uh,2
these uh yeah,2
uh yeah why,2
yeah why uh,2
why uh nothing,2
uh nothing i'm,2
nothing i'm sure,2
i'm sure they'll,4
sure they'll be,4
they'll be impressed,2
be impressed with,2
impressed with your,2
with your excellent,2
your excellent compuper,2
excellent compuper skills,2
compuper skills oh,2
skills oh my,2
my god oh,22
god oh do,2
oh do you,6
you think it's,4
think it's on,2
it's on all,2
on all of,2
all of them,4
of them oh,4
them oh no,2
oh no i'm,10
no i'm sure,2
i'm sure the,10
sure the xerox,2
the xerox machine,2
xerox machine caught,2
machine caught a,2
caught a few,2
a few hey,2
few hey guys,2
hey guys both,2
guys both hey,2
both hey hey,2
hey hey hi,4
hey hi ladies,2
hi ladies uh,2
ladies uh can,2
uh can i,4
can i get,6
i get you,4
get you anything,2
you anything did,2
anything did you,2
did you bring,4
you bring the,4
bring the mail,2
the mail lots,2
mail lots of,2
lots of responses,2
of responses really,2
responses really sure,2
really sure we,2
sure we have,2
we have scones,2
have scones left,2
scones left okay,2
left okay read,2
okay read them,2
read them to,2
them to me,10
to me dear,2
me dear miss,2
dear miss green,4
miss green thank,2
green thank you,2
thank you for,13
you for your,2
for your inquiry,2
your inquiry however,2
inquiry however we,2
however we have,2
we have apple,2
have apple cinnamon,2
apple cinnamon okay,2
cinnamon okay dear,2
okay dear miss,2
miss green yeah,2
green yeah yeah,2
yeah yeah yeah,4
yeah yeah no,3
yeah no wow,2
no wow what,2
wow what your,2
what your visa,2
your visa bill,2
visa bill is,2
bill is huge,2
is huge give,2
huge give me,2
give me that,4
me that you,3
that you know,8
know i can't,10
i can't believe,71
can't believe you,34
believe you linda,2
you linda is,2
linda is so,2
is so great,17
so great why,2
great why won't,2
why won't you,2
won't you go,2
you go out,4
with her again,2
her again i,2
again i don't,4
don't know is,2
know is this,2
is this still,2
this still about,2
still about her,2
about her whole,2
her whole the,2
whole the flintstones,2
the flintstones could,2
flintstones could have,2
could have really,2
have really happened,2
really happened thing,2
happened thing it's,2
thing it's not,2
it's not just,6
not just that,4
just that it's,2
that it's just,4
it's just i,9
just i want,2
i want someone,2
want someone who,2
someone who does,2
who does something,2
does something for,2
something for me,2
for me you,6
me you know,12
know who gets,2
who gets my,2
gets my heart,2
my heart pounding,2
heart pounding who,2
pounding who makes,2
who makes me,2
makes me uh,2
me uh little,2
uh little play,2
little play things,2
play things with,2
things with yarn,2
with yarn what,2
yarn what could,2
what could you,2
could you want,2
want her more,2
her more who,2
more who who,2
who who dee,2
who dee the,2
dee the sarcastic,2
the sarcastic sister,2
sarcastic sister from,2
sister from what's,2
from what's happening,2
what's happening who,2
happening who look,2
who look i,2
look i am,2
i am totally,2
am totally totally,2
totally totally over,2
totally over her,2
over her okay,2
her okay i,4
okay i just,6
i just hi,2
just hi hi,2
hi hi coffee,2
hi coffee no,2
coffee no we're,2
no we're fine,2
we're fine okay,2
fine okay shut,2
okay shut up,2
shut up we're,2
up we're not,2
we're not saying,2
not saying anything,2
saying anything what,2
anything what uh,2
what uh joey,2
uh joey cried,2
joey cried last,2
cried last night,2
last night thank,4
night thank you,2
thank you we,4
you we were,2
we were playing,2
were playing poker,2
playing poker right,2
poker right there,2
right there was,2
there was chocolate,2
was chocolate on,2
chocolate on the,2
on the three,2
the three it,2
three it looked,2
it looked like,4
looked like an,2
like an eight,2
an eight all,2
eight all right,2
all right oh,6
right oh god,2
oh god you,6
god you should've,2
you should've seen,2
should've seen him,2
seen him read,2
him read them,2
read them and,2
them and weep,2
and weep and,2
weep and then,2
and then he,14
then he did,2
he did well,2
did well now,2
well now how,4
now how come,2
how come you,10
come you guys,2
you guys have,10
guys have never,2
have never played,2
never played poker,2
played poker with,2
poker with us,2
with us yeah,2
us yeah what,2
yeah what is,2
what is that,12
is that like,2
that like some,2
like some kind,8
some kind of,14
kind of guy,10
of guy thing,2
guy thing like,4
thing like some,2
kind of sexist,2
of sexist guy,2
sexist guy thing,2
thing like it's,2
like it's poker,2
it's poker so,2
poker so only,2
so only guys,2
only guys can,2
guys can play,2
can play no,2
play no women,2
no women are,2
women are welcome,2
are welcome to,2
welcome to play,2
to play oh,2
play oh okay,2
oh okay so,4
okay so then,2
so then what,2
then what is,2
is it some,4
it some kind,2
kind of you,4
of you know,6
you know like,21
know like some,2
know like all,2
like all right,2
all right what,18
is it there,4
it there just,2
there just don't,2
just don't happen,4
don't happen to,4
happen to be,2
to be any,2
be any women,2
any women in,2
women in our,2
in our game,2
our game yeah,2
game yeah we,2
yeah we just,2
we just don't,2
happen to know,4
to know any,2
know any women,2
any women that,2
women that know,2
that know how,2
know how to,13
how to play,4
to play poker,2
play poker oh,2
poker oh please,2
oh please that,2
please that is,2
that is such,2
is such a,2
such a lame,2
a lame excuse,2
lame excuse i,2
excuse i mean,2
i mean it's,16
mean it's a,2
it's a typical,4
a typical guy,2
typical guy response,2
guy response excuse,2
response excuse me,2
excuse me do,4
me do any,2
do any of,2
any of you,4
you know how,12
to play no,2
play no but,2
no but you,6
but you could,2
you could teach,2
could teach us,2
teach us no,2
us no okay,2
no okay so,2
okay so now,4
so now we,4
now we draw,2
we draw cards,2
draw cards so,2
cards so i,2
so i wouldn't,2
i wouldn't need,2
wouldn't need any,2
need any right,2
any right because,2
right because i,8
because i have,2
have a straight,2
a straight oh,2
straight oh good,2
oh good for,4
good for you,12
for you congratulations,2
you congratulations okay,2
congratulations okay pheebs,2
okay pheebs how,2
pheebs how many,2
how many do,2
many do you,2
do you want,35
you want okay,3
want okay i,2
i just need,6
just need two,2
need two the,2
two the 10,2
the 10 of,4
10 of spades,4
of spades and,2
spades and the,2
and the six,2
the six of,4
six of clubs,2
of clubs no,2
clubs no uh,2
no uh pheebs,2
uh pheebs you,2
pheebs you can't,2
you can't do,4
can't do that,8
do that i,10
that i have,2
i have the,8
have the 10,2
of spades here,2
spades here you,2
here you want,2
you want it,4
want it thanks,2
it thanks uh,2
thanks uh no,2
uh no see,4
no see uh,4
see uh you,2
uh you can't,2
do that no,4
that no no,2
no no that's,11
no that's okay,6
that's okay i,4
don't need them,2
need them i'm,2
them i'm going,2
going for fours,2
for fours oh,2
fours oh you're,2
oh you're all,2
you're all right,3
all right here,8
right here we,4
here we go,26
we go we've,2
go we've got,2
we've got salmon,2
got salmon roulettes,2
salmon roulettes and,2
roulettes and assorted,2
and assorted crudites,2
assorted crudites whoa,2
crudites whoa whoa,2
whoa whoa whoa,11
whoa whoa monica,2
whoa monica what,2
monica what are,4
what are you,114
are you doing,58
you doing this,4
doing this is,4
this is a,34
is a poker,2
a poker game,4
poker game you,2
game you can't,2
you can't serve,2
can't serve food,2
serve food with,2
food with more,2
with more than,4
more than one,4
than one syllable,2
one syllable it's,2
syllable it's got,2
it's got to,2
got to be,4
to be like,4
be like chips,2
like chips or,2
chips or dip,2
or dip or,2
dip or pretz,2
or pretz okay,2
pretz okay so,2
okay so at,2
so at this,2
at this point,2
this point the,2
point the dealer,2
the dealer you,2
dealer you know,2
know what we,8
what we got,2
we got it,8
got it we,2
it we got,2
got it let's,2
it let's play,2
let's play for,2
play for real,2
for real high,2
real high stakes,2
high stakes big,2
stakes big bucks,2
big bucks all,2
bucks all right,4
all right now,14
right now you,10
now you sure,2
you sure phoebe,2
sure phoebe just,2
phoebe just threw,2
just threw away,2
threw away two,2
away two jacks,2
two jacks because,2
jacks because they,2
because they didn't,2
they didn't look,2
didn't look happy,2
look happy but,2
happy but i'm,2
but i'm ready,2
i'm ready so,2
ready so just,2
so just deal,2
just deal okay,2
deal okay all,2
okay all right,26
all right last,4
right last minute,2
last minute lesson,4
minute lesson last,2
lesson last minute,2
minute lesson joey,2
lesson joey three,2
joey three eight,2
three eight eight,2
eight eight three,2
eight three all,2
three all right,2
we go damn,2
go damn it,2
damn it damn,4
it damn it,4
damn it i,2
it i see,4
i see so,4
see so then,2
so then um,2
then um you,2
um you were,2
you were lying,2
were lying about,2
lying about what,2
about what about,2
what about how,2
about how good,2
how good your,2
good your cards,2
your cards were,2
cards were heh,2
were heh i,2
heh i was,2
i was bluffing,2
was bluffing aha,2
bluffing aha and,2
aha and what,2
and what is,2
what is bluffing,2
is bluffing is,2
